hogar;agente;tipo_domicilio;forma_pago;dia;hora;duracion_minutos;valor
67;56;2;2;23;2;32;43000
822;56;2;3;3;5;51;60000
888;46;1;3;28;21;28;30000
29;51;3;2;20;17;26;150000
208;7;3;3;20;13;33;73000
500;62;1;1;28;23;43;157000
197;44;2;2;23;12;40;37000
50;79;4;3;1;16;31;61000
813;64;4;3;29;2;45;32000
989;43;3;3;11;4;30;115000
363;68;2;3;19;3;16;51000
93;88;1;1;16;18;57;58000
600;32;4;1;26;12;19;75000
563;92;3;2;2;18;55;64000
575;57;2;3;10;1;20;104000
355;95;4;1;23;2;33;25000
734;30;4;2;2;6;33;99000
11;65;2;3;10;19;26;58000
45;22;3;1;16;13;26;36000
66;12;4;2;22;22;16;147000
728;4;4;1;11;11;55;191000
982;26;2;3;26;21;49;96000
525;80;3;2;20;12;44;92000
216;97;2;2;16;3;54;88000
461;37;4;3;2;14;29;48000
612;13;1;2;2;6;19;95000
443;66;4;3;30;16;25;194000
103;17;1;1;20;14;49;94000
811;23;2;2;22;22;27;68000
545;91;2;1;8;3;36;168000
239;69;2;2;14;3;38;175000
718;45;2;2;3;3;26;13000
558;34;2;3;26;14;34;165000
129;51;1;2;15;12;17;182000
569;66;3;3;15;9;12;104000
460;37;3;2;5;23;44;194000
647;33;3;3;7;14;15;191000
985;84;2;3;13;18;44;22000
347;18;3;1;12;3;38;133000
216;51;3;1;1;23;58;122000
137;13;1;3;18;7;41;95000
77;90;4;3;30;2;58;53000
879;58;4;1;28;8;39;180000
220;11;3;2;1;4;40;152000
358;38;2;1;26;5;42;66000
446;93;2;3;27;3;44;146000
917;95;4;3;28;1;14;165000
730;23;1;1;18;19;16;108000
212;41;4;2;31;1;15;151000
34;9;4;2;13;3;52;138000
450;14;3;2;10;12;18;82000
354;34;4;3;23;5;13;24000
367;18;2;3;5;3;18;72000
825;35;4;3;29;18;40;138000
244;60;4;2;6;16;22;172000
1000;23;1;2;10;11;10;89000
555;4;1;2;19;10;25;36000
571;3;1;2;20;13;57;125000
308;64;1;2;1;4;45;164000
584;7;1;2;3;10;24;70000
286;37;1;2;20;13;22;71000
955;69;4;3;21;7;14;55000
736;98;2;3;5;22;13;187000
227;38;2;3;23;17;29;140000
835;79;4;3;27;2;30;122000
622;23;4;3;8;11;36;9000
978;36;1;3;30;6;47;145000
4;74;1;3;10;5;42;29000
572;96;3;1;15;21;56;15000
834;33;2;2;4;1;31;125000
155;65;1;1;30;5;37;32000
221;82;1;3;16;20;48;26000
849;74;4;3;10;19;37;81000
268;8;1;1;5;4;28;92000
193;59;3;2;15;19;35;165000
790;76;3;3;10;20;14;155000
777;2;1;2;13;20;38;16000
180;39;3;3;25;21;38;195000
6;55;1;3;12;4;52;56000
649;71;3;3;31;7;46;137000
161;80;3;2;4;0;24;108000
441;42;1;1;31;19;35;199000
23;66;3;1;24;14;51;64000
351;65;3;1;16;15;28;145000
281;17;3;2;3;4;55;113000
110;92;3;1;3;15;49;175000
646;86;3;3;25;2;41;108000
691;20;1;2;26;17;56;44000
12;11;3;1;26;3;55;95000
147;1;3;3;26;7;56;179000
344;17;4;1;8;1;47;91000
806;16;4;3;28;4;15;158000
897;20;4;2;19;14;14;141000
541;20;3;2;30;6;33;90000
68;9;3;1;23;3;39;165000
710;89;3;1;31;10;42;86000
762;14;2;2;11;10;26;133000
641;39;2;1;17;3;33;63000
926;65;4;2;30;16;55;157000
918;92;3;1;16;21;55;20000
959;72;1;2;1;14;52;95000
883;84;2;3;21;3;35;52000
115;91;2;3;10;20;18;22000
298;74;4;3;10;12;16;51000
99;95;2;1;28;11;10;71000
233;5;3;2;21;19;34;4000
978;93;3;1;1;4;57;167000
583;85;2;2;26;4;49;109000
740;9;3;2;7;5;32;89000
936;41;4;2;8;19;10;155000
364;65;2;3;11;6;54;174000
1000;40;2;3;10;15;25;31000
483;59;4;3;26;19;17;94000
685;65;3;3;26;23;21;174000
558;42;2;2;9;6;41;116000
673;74;3;3;27;1;23;127000
498;43;1;1;17;9;45;152000
984;27;3;1;14;0;37;133000
116;54;2;3;14;23;53;69000
447;69;3;2;21;9;44;20000
430;31;1;3;9;18;22;122000
413;64;2;3;11;2;17;64000
794;41;2;3;1;15;24;81000
327;43;1;1;26;15;42;15000
425;74;1;2;30;21;34;83000
469;49;4;3;24;22;50;169000
1000;98;2;2;4;0;43;13000
479;16;3;1;31;5;38;25000
129;31;2;3;15;8;16;48000
973;29;3;1;3;18;13;103000
631;95;4;1;2;19;11;3000
51;36;4;2;11;9;37;188000
20;57;4;1;1;19;56;9000
30;25;4;3;23;2;57;26000
366;48;3;3;8;23;33;193000
567;72;2;3;23;6;20;125000
460;99;2;2;26;3;41;29000
332;1;2;1;14;21;27;60000
836;75;2;2;3;7;44;14000
292;29;3;2;26;0;17;27000
627;53;2;2;13;0;29;19000
65;33;3;3;16;13;56;165000
526;28;1;3;1;18;11;174000
549;42;1;1;10;11;33;141000
606;19;3;3;19;5;35;133000
506;22;3;1;9;19;14;149000
610;48;4;2;1;5;23;83000
755;45;4;1;7;4;30;125000
681;30;4;2;24;12;40;139000
561;86;2;1;30;14;54;8000
518;64;3;3;29;0;15;26000
571;60;1;1;3;13;37;140000
525;92;1;1;11;10;41;100000
506;2;2;3;24;3;43;155000
309;34;4;3;4;2;43;17000
483;67;2;3;11;9;24;197000
307;90;4;3;3;5;46;50000
943;26;1;1;17;2;30;181000
925;73;1;2;12;6;26;60000
96;16;4;1;8;8;34;109000
248;15;1;3;18;15;35;13000
350;61;1;1;16;7;41;170000
704;91;4;1;25;5;29;70000
771;93;3;1;10;22;21;190000
878;93;3;3;24;0;43;139000
345;87;4;1;10;21;42;21000
493;15;1;2;17;3;12;128000
529;87;1;2;4;10;11;83000
413;12;4;1;25;7;10;37000
619;36;4;1;6;17;40;119000
74;81;1;2;20;21;41;91000
836;17;3;2;12;20;30;105000
300;71;2;3;10;18;46;147000
341;83;1;1;19;16;14;103000
893;33;4;1;20;11;16;150000
776;50;1;2;24;0;50;44000
232;15;2;2;31;2;49;94000
15;16;3;2;14;22;49;164000
884;39;2;3;24;6;45;54000
153;88;2;2;27;20;41;24000
95;45;4;1;30;1;28;67000
2;76;2;3;5;2;54;110000
518;18;3;3;16;1;26;133000
132;12;4;1;23;5;12;170000
888;38;1;3;7;13;17;103000
402;79;3;1;14;5;38;52000
7;52;1;1;5;18;12;58000
287;32;3;1;4;4;29;110000
436;78;3;1;7;13;35;164000
721;87;4;1;5;8;45;16000
399;62;4;1;15;4;55;43000
708;87;3;1;18;17;13;131000
240;80;2;1;25;3;19;185000
681;47;2;1;11;0;49;198000
838;57;1;2;18;18;56;84000
884;56;4;3;14;17;46;165000
472;47;4;1;22;4;22;107000
582;44;1;3;10;12;14;107000
635;25;4;1;9;23;43;182000
895;75;2;3;28;1;40;59000
214;3;3;3;22;0;52;189000
973;63;3;1;4;1;11;172000
867;14;4;3;30;11;53;44000
987;15;2;3;23;8;43;35000
317;63;1;2;7;9;27;54000
968;70;2;1;26;16;43;59000
969;22;2;1;25;22;21;35000
216;73;1;2;21;19;56;95000
564;71;3;1;7;19;20;93000
698;51;1;1;22;22;38;80000
310;74;4;2;22;4;34;82000
220;48;1;2;15;9;58;42000
49;100;4;2;8;21;28;127000
214;57;1;1;26;10;34;32000
80;28;4;3;12;21;46;182000
478;72;4;1;3;14;24;41000
154;89;2;1;27;5;42;13000
765;21;1;3;30;5;24;48000
690;81;4;3;11;6;33;75000
704;14;2;3;5;2;16;97000
166;34;1;3;13;15;53;78000
163;60;3;1;30;13;55;164000
988;35;4;1;2;0;22;179000
241;50;4;1;30;14;40;63000
661;78;2;2;28;17;10;95000
597;25;2;2;26;9;22;17000
7;94;1;1;6;23;36;193000
165;32;1;1;24;10;14;74000
948;4;2;3;25;23;50;141000
47;66;2;1;8;16;28;132000
245;64;1;2;11;0;56;13000
871;68;2;1;31;19;59;101000
86;77;4;2;15;13;37;169000
626;20;4;1;11;7;26;171000
281;36;4;3;31;21;27;130000
374;59;4;1;6;14;54;174000
137;66;4;1;13;8;52;58000
629;53;2;1;12;9;20;82000
27;41;2;3;28;10;57;186000
889;77;1;1;31;11;21;21000
131;7;3;2;11;16;35;89000
603;14;1;3;10;18;54;36000
1000;65;1;1;20;19;30;76000
69;87;3;3;27;18;46;86000
960;38;1;1;17;3;23;67000
337;62;4;3;3;4;21;171000
402;59;3;1;9;16;53;53000
811;45;1;2;31;14;28;100000
771;78;1;1;12;22;57;138000
691;8;4;3;29;13;46;99000
690;94;3;1;16;5;46;3000
790;47;1;1;19;17;36;162000
727;49;3;1;27;22;27;118000
857;17;3;1;16;15;57;78000
242;31;2;2;16;21;50;19000
833;37;2;1;19;20;38;85000
126;65;3;3;10;13;10;8000
19;1;1;1;27;18;12;70000
81;58;1;2;29;9;24;199000
223;10;4;1;10;20;52;176000
621;92;1;1;7;20;26;116000
461;11;3;2;27;18;21;166000
786;39;4;1;30;7;18;153000
356;94;2;2;8;7;52;33000
133;61;1;1;26;12;17;17000
404;29;2;2;3;17;12;35000
391;97;2;3;2;12;23;86000
175;90;1;3;6;23;48;59000
760;88;3;1;8;12;42;140000
811;58;1;2;26;10;10;26000
582;58;3;1;9;14;37;150000
26;35;3;2;24;16;41;26000
926;35;1;3;27;9;32;44000
973;18;4;1;18;9;26;87000
481;15;4;3;2;23;37;2000
807;38;3;3;15;6;32;151000
812;53;2;3;13;13;33;136000
486;84;2;2;24;6;40;169000
852;87;4;1;12;21;45;72000
972;5;1;1;4;20;23;117000
611;85;1;3;4;10;13;194000
742;24;2;3;22;23;54;148000
297;42;2;1;30;18;40;79000
837;8;4;3;3;9;16;81000
21;39;1;1;31;3;50;155000
355;63;4;1;23;9;14;147000
505;10;3;2;3;0;17;99000
663;57;4;3;2;15;47;138000
186;43;4;3;20;22;48;103000
602;22;4;3;22;22;39;130000
493;19;4;2;26;7;28;2000
257;46;4;1;1;0;49;68000
278;1;1;2;21;6;12;185000
669;14;4;3;15;21;50;41000
744;2;3;2;14;20;28;94000
466;63;4;2;4;12;12;14000
136;56;3;1;9;3;11;198000
105;48;4;2;10;6;58;184000
373;16;1;2;20;17;46;132000
573;48;1;2;10;11;36;40000
505;91;4;3;21;11;14;58000
190;48;4;2;12;5;24;45000
949;91;1;1;11;20;51;84000
90;62;3;2;8;3;35;56000
896;24;1;2;16;22;39;101000
954;67;1;1;4;12;32;66000
42;54;2;3;19;9;23;173000
78;58;2;2;3;10;24;41000
798;99;2;1;5;3;58;112000
354;14;1;1;20;1;29;141000
664;5;3;3;31;19;59;66000
656;74;2;1;25;13;13;94000
889;17;4;3;23;14;31;129000
810;92;3;3;11;1;49;70000
918;34;4;1;1;7;38;121000
583;87;1;2;21;18;35;23000
243;9;2;1;25;12;39;133000
909;2;1;1;8;16;56;199000
270;38;2;1;5;22;19;84000
567;47;1;3;10;0;20;48000
399;23;1;3;6;20;22;134000
669;7;4;1;3;18;46;193000
756;17;1;1;6;7;20;62000
793;88;3;3;5;13;56;21000
446;13;3;3;7;8;13;4000
973;75;2;1;7;9;11;117000
377;60;1;2;16;18;33;73000
264;48;1;2;17;7;59;186000
955;88;1;1;14;1;34;76000
312;99;3;1;21;18;13;157000
894;76;3;3;13;18;28;80000
648;98;3;3;23;22;36;44000
120;19;1;1;14;12;23;154000
830;11;3;1;13;10;13;152000
448;41;4;2;23;18;19;93000
120;37;2;3;6;1;32;118000
646;90;4;3;26;15;45;74000
660;45;4;1;22;10;20;137000
577;56;1;2;31;3;52;92000
890;8;1;3;27;19;37;152000
594;70;3;1;26;6;24;59000
822;6;2;2;12;16;24;42000
25;47;1;1;4;9;42;23000
224;98;4;1;25;13;37;109000
984;48;3;1;20;7;12;48000
772;39;4;2;26;22;40;110000
569;25;4;3;10;11;18;51000
419;49;4;3;5;12;13;89000
766;71;3;3;17;20;40;70000
805;28;1;2;28;16;49;174000
111;88;3;2;27;4;25;79000
692;14;4;1;20;23;44;195000
581;48;4;1;3;15;31;89000
348;66;4;2;18;2;41;177000
633;19;4;1;4;5;42;196000
874;41;1;2;6;9;30;149000
640;44;4;1;15;18;24;143000
262;86;2;3;21;23;40;134000
566;91;3;1;2;5;46;182000
504;77;1;2;11;0;39;84000
624;98;1;1;4;16;57;123000
311;15;4;1;5;13;41;49000
532;79;4;1;13;11;47;47000
594;95;3;2;25;10;46;22000
982;11;3;3;4;18;15;122000
384;6;3;1;3;15;54;4000
797;12;3;1;13;14;13;23000
435;86;4;3;20;5;19;19000
484;70;4;3;17;2;27;77000
753;39;3;1;18;0;21;145000
88;67;1;2;2;18;44;96000
251;92;3;2;8;14;33;111000
493;81;4;1;31;14;33;2000
718;45;1;3;19;19;13;140000
907;35;3;3;23;21;25;23000
336;49;4;2;1;5;35;88000
327;77;4;2;20;10;56;120000
278;48;4;3;15;7;26;34000
335;8;4;1;31;18;52;135000
216;80;4;2;28;9;29;133000
800;16;3;1;11;16;43;10000
601;58;2;3;17;16;28;183000
924;54;2;3;23;19;25;66000
133;2;4;3;29;3;11;3000
725;42;4;2;17;19;33;166000
182;73;2;2;27;13;30;62000
251;11;1;1;18;20;30;99000
164;46;1;1;4;10;22;62000
147;7;4;2;12;12;44;167000
751;79;4;3;6;19;43;29000
135;77;3;2;5;6;17;181000
71;9;2;3;20;13;11;60000
740;55;4;1;2;20;52;142000
901;71;3;2;31;7;49;134000
769;78;2;1;3;14;38;149000
495;51;1;1;24;21;41;48000
311;69;2;3;4;18;15;132000
794;68;2;1;6;12;17;37000
264;20;3;1;31;12;10;11000
468;32;2;3;14;17;34;63000
815;94;2;2;19;3;35;86000
858;16;2;2;18;16;57;115000
974;33;4;3;23;13;31;83000
940;32;1;1;26;18;36;32000
303;23;2;2;12;10;16;50000
776;2;2;2;10;16;59;22000
58;91;2;3;29;22;21;158000
798;27;1;1;24;1;35;47000
315;12;3;1;25;9;11;182000
341;4;1;2;1;12;51;95000
746;14;2;1;21;4;44;100000
981;74;1;1;3;7;27;123000
655;62;4;3;8;20;32;196000
294;33;2;2;30;1;53;195000
87;58;3;2;12;10;11;107000
849;60;4;3;31;19;52;38000
162;10;1;3;29;21;34;40000
519;5;4;2;8;2;18;71000
720;77;3;1;26;0;36;166000
32;56;2;1;5;3;34;193000
835;49;3;2;15;14;59;44000
988;60;2;1;3;6;14;92000
163;80;4;2;14;3;20;124000
896;15;4;3;9;20;27;55000
22;33;4;2;24;0;40;159000
882;80;2;3;26;23;15;106000
176;12;4;1;30;18;45;174000
784;93;4;1;21;13;16;104000
407;70;2;1;21;1;44;124000
428;92;3;3;23;11;35;123000
721;14;4;3;25;6;13;1000
428;11;2;2;23;6;14;143000
566;92;3;2;18;0;56;101000
218;35;1;3;29;1;36;177000
825;35;3;2;2;5;48;107000
478;33;4;1;4;3;55;24000
215;53;1;3;25;19;46;119000
941;78;4;1;9;7;23;32000
501;11;1;3;1;5;26;3000
900;48;4;1;9;20;20;149000
596;39;3;2;13;17;25;71000
268;13;3;3;20;12;54;40000
240;36;2;2;19;23;15;47000
418;30;2;3;10;18;41;125000
102;51;2;2;10;9;48;112000
842;8;4;1;4;9;51;159000
253;30;2;3;23;16;53;49000
359;19;4;2;25;10;33;80000
426;45;4;1;11;11;51;184000
239;41;4;1;17;21;16;134000
2;85;1;1;14;12;22;83000
324;59;3;3;14;1;59;109000
331;17;3;2;13;7;32;12000
879;3;4;2;10;14;44;157000
510;32;2;1;10;22;37;58000
150;68;3;2;12;2;18;116000
927;10;1;1;12;20;26;146000
117;16;3;3;24;8;15;109000
857;60;3;2;29;13;59;37000
812;27;3;2;9;21;53;198000
24;34;1;1;20;23;43;101000
630;87;3;2;10;10;17;29000
74;30;4;3;4;2;52;175000
93;5;2;1;4;22;26;110000
17;11;2;2;5;1;22;155000
597;26;1;1;27;2;47;129000
663;55;2;1;22;1;12;17000
597;48;2;2;29;11;38;172000
97;63;1;3;30;9;23;12000
597;10;4;3;23;11;58;90000
383;70;3;3;30;1;34;13000
369;6;4;1;23;15;25;133000
215;15;2;3;4;7;33;169000
749;83;3;1;27;16;31;129000
892;91;2;1;8;21;47;141000
73;11;3;2;4;8;56;73000
272;66;4;2;30;1;51;27000
227;72;4;3;7;13;19;65000
811;100;2;2;13;23;47;161000
363;11;1;2;11;21;21;182000
50;79;4;3;12;12;49;29000
356;15;3;3;17;9;36;79000
60;71;1;1;7;23;48;131000
287;56;1;1;9;12;47;46000
910;96;2;2;9;1;39;138000
997;42;2;1;7;9;27;138000
601;94;3;3;12;6;55;18000
994;83;4;1;28;3;27;119000
373;19;1;3;23;11;56;189000
970;68;2;3;15;11;54;166000
900;39;2;1;8;9;29;185000
755;82;2;3;2;16;14;23000
785;75;2;2;15;7;24;55000
911;75;2;1;25;6;45;21000
42;9;3;3;19;16;33;61000
393;66;1;3;1;15;43;199000
623;50;3;2;20;18;11;145000
928;70;3;3;3;20;25;143000
804;24;1;1;22;21;14;13000
547;46;1;1;13;2;15;61000
440;44;1;1;9;15;51;12000
324;96;4;1;15;21;31;150000
762;29;1;2;15;0;37;43000
981;25;3;2;13;23;42;89000
847;77;4;3;15;13;20;71000
137;63;2;2;23;15;57;161000
406;95;2;3;25;21;22;165000
566;75;3;3;12;20;35;192000
169;86;3;1;29;23;10;53000
438;31;4;3;6;8;17;77000
591;10;3;3;12;4;19;195000
104;7;3;1;12;8;21;3000
775;30;3;2;16;6;43;40000
697;63;1;1;3;2;24;147000
27;20;1;2;26;23;14;154000
184;59;3;3;11;14;34;168000
92;94;2;1;3;20;19;29000
682;45;3;1;3;14;26;112000
994;9;3;2;31;18;42;157000
12;24;2;2;27;6;57;4000
409;95;2;2;6;14;29;8000
959;43;1;3;30;11;37;68000
403;93;2;3;14;20;22;146000
982;95;2;2;4;6;49;64000
594;35;1;1;19;15;53;35000
352;61;1;3;11;4;19;12000
138;37;4;1;25;18;13;129000
88;35;1;2;20;11;51;40000
314;93;1;1;27;11;27;135000
32;98;2;2;22;15;10;164000
256;56;4;2;1;5;55;163000
579;99;3;1;9;12;46;13000
531;55;4;3;9;17;25;127000
279;73;2;1;3;13;33;68000
615;74;4;3;14;15;12;154000
865;61;3;1;3;21;51;33000
338;49;1;1;16;22;58;75000
760;37;4;2;3;20;20;45000
258;66;3;1;10;0;35;162000
169;9;3;1;20;5;29;8000
879;100;3;2;29;18;17;96000
19;56;1;2;9;19;55;112000
877;11;3;2;16;9;55;128000
424;44;4;2;2;22;38;44000
299;68;4;2;17;12;15;163000
782;59;4;1;30;1;26;125000
347;35;3;3;6;22;33;36000
347;33;1;3;13;4;10;151000
279;4;4;3;2;0;38;12000
322;42;2;3;14;7;37;83000
372;37;3;1;29;21;19;197000
771;89;4;1;3;17;48;121000
188;57;4;1;27;19;53;191000
986;69;1;3;9;8;24;127000
307;3;2;2;3;11;55;136000
150;86;3;1;6;13;47;132000
794;72;4;1;15;23;22;30000
806;61;4;2;29;7;24;114000
942;62;4;2;20;18;42;20000
467;50;3;3;5;0;47;104000
631;83;4;3;16;1;21;21000
99;10;4;2;3;13;22;48000
209;91;2;3;3;12;51;38000
676;2;3;3;31;19;58;164000
430;8;2;3;23;11;16;2000
702;37;2;3;29;0;59;165000
514;13;4;2;28;20;31;31000
73;73;4;1;25;3;39;31000
552;95;1;1;28;14;36;133000
890;68;3;1;23;13;51;60000
150;90;2;2;12;3;39;68000
280;54;3;2;8;21;18;164000
95;2;2;2;20;19;41;91000
711;91;2;1;17;10;54;192000
736;45;2;3;18;5;54;80000
65;73;2;1;31;6;40;106000
237;14;1;2;24;17;36;189000
217;1;3;1;25;2;41;75000
741;60;4;1;3;17;54;190000
332;84;2;1;4;6;36;6000
100;5;1;2;15;2;18;179000
159;3;1;3;22;9;51;175000
605;3;2;2;10;2;19;154000
328;29;3;1;9;2;56;151000
410;67;1;2;10;2;55;7000
479;86;1;1;10;20;46;96000
552;83;4;2;27;7;33;200000
96;39;4;2;29;21;14;45000
849;22;3;3;24;6;44;183000
788;66;3;3;21;19;16;131000
444;43;3;3;27;22;21;127000
928;46;3;3;28;14;15;85000
808;54;1;3;17;16;53;68000
386;96;3;1;8;8;50;19000
924;47;4;2;3;2;16;42000
625;19;3;1;5;10;36;85000
479;66;1;2;29;2;31;70000
609;46;4;3;8;2;10;108000
606;78;4;3;13;9;28;160000
580;18;4;1;14;20;22;191000
390;50;3;1;5;2;35;7000
663;76;4;1;19;2;41;54000
914;79;4;2;23;23;30;182000
233;87;4;2;26;1;19;136000
265;86;2;1;11;1;40;190000
218;31;3;1;22;20;39;92000
804;83;1;3;27;2;38;75000
652;35;3;3;29;0;22;148000
659;16;1;2;22;14;49;46000
296;92;2;3;15;0;56;193000
300;33;2;1;29;9;36;25000
103;70;4;2;18;8;39;32000
956;8;3;3;27;5;19;11000
454;37;1;1;17;15;45;198000
511;13;4;2;17;14;51;189000
659;45;2;3;2;10;10;73000
661;51;1;3;18;5;52;15000
452;74;2;2;11;10;39;63000
178;58;4;3;16;17;34;139000
879;39;4;2;31;16;38;111000
289;21;3;2;28;1;27;152000
792;23;3;1;7;13;32;157000
215;14;1;2;13;10;41;144000
751;43;1;3;25;15;53;68000
264;71;1;2;17;18;47;164000
242;88;4;3;28;21;59;116000
296;60;3;3;6;6;28;188000
570;83;2;1;23;3;12;110000
540;65;2;2;7;14;35;188000
242;27;1;3;9;21;51;38000
116;99;2;3;22;22;32;158000
235;70;3;2;28;9;41;192000
693;76;4;1;5;12;15;123000
6;65;4;1;31;0;19;104000
585;64;3;2;17;7;55;108000
480;63;4;3;1;4;13;64000
805;8;1;1;6;11;34;37000
974;47;2;1;5;14;14;20000
89;43;3;2;15;6;47;55000
120;93;3;3;19;5;39;62000
870;43;4;3;24;5;16;199000
18;77;2;1;5;20;31;22000
825;52;3;2;18;10;30;135000
432;92;2;2;7;7;41;2000
152;99;1;1;10;5;12;181000
295;88;2;2;2;17;55;56000
969;37;4;3;5;0;37;177000
668;25;2;3;14;10;29;170000
478;45;4;3;4;22;20;188000
909;89;2;1;29;7;53;17000
844;62;3;3;28;4;13;175000
425;27;3;1;3;5;17;170000
858;31;4;2;27;1;58;69000
397;74;4;1;6;2;27;99000
984;44;3;2;7;7;55;47000
18;27;3;3;31;3;46;62000
467;2;1;2;25;13;48;57000
91;93;2;2;6;23;29;18000
364;98;1;2;22;12;29;100000
595;7;1;3;21;5;29;91000
91;81;1;3;15;22;46;74000
967;83;3;3;31;16;11;64000
836;69;2;2;28;13;22;168000
139;94;3;2;8;3;24;110000
869;2;4;2;20;2;35;175000
178;38;4;3;7;20;46;189000
834;30;4;3;5;0;32;26000
151;24;1;1;11;14;57;139000
22;24;1;1;14;22;55;128000
410;31;2;3;11;12;24;116000
628;15;3;1;24;12;14;41000
381;53;2;2;29;17;24;68000
543;82;2;3;17;0;58;59000
728;19;1;1;26;22;28;66000
114;54;1;2;15;16;31;161000
23;33;1;2;9;17;12;180000
718;3;2;1;26;10;21;118000
647;86;4;2;21;20;39;150000
172;55;3;3;28;4;19;191000
777;92;2;2;4;7;51;191000
477;69;1;3;2;1;11;169000
432;74;1;3;31;14;28;74000
455;51;4;1;19;2;34;29000
357;20;2;3;11;16;49;79000
237;38;4;3;24;16;31;171000
778;8;4;2;8;17;44;171000
280;54;1;2;8;23;57;53000
959;43;4;1;20;4;16;150000
868;51;4;3;15;14;31;185000
966;31;1;3;20;19;44;105000
88;37;2;1;6;5;10;29000
299;21;2;3;24;8;17;199000
276;49;1;3;26;18;38;30000
650;7;1;1;18;1;57;13000
849;97;3;3;21;2;56;148000
458;84;2;2;19;21;23;118000
481;56;1;3;2;20;55;90000
694;17;3;3;28;8;13;175000
817;56;3;1;6;14;22;109000
702;40;1;3;6;14;10;157000
608;99;4;2;24;22;44;175000
919;35;3;3;6;1;56;32000
891;1;1;2;6;18;16;9000
833;40;4;1;16;5;10;30000
4;28;4;1;25;1;23;26000
599;45;2;3;30;9;14;119000
175;39;2;1;25;19;52;48000
469;83;2;1;18;13;28;127000
994;96;2;1;27;4;58;141000
932;38;4;1;24;2;51;95000
415;46;2;1;19;20;15;94000
628;65;2;3;3;10;24;54000
95;68;4;1;11;21;21;200000
516;82;4;3;25;0;34;189000
61;81;3;2;13;22;52;146000
996;79;4;3;20;18;50;183000
656;3;3;2;30;9;58;66000
987;54;3;2;5;15;46;184000
702;26;3;3;28;5;57;46000
840;31;3;3;10;7;36;173000
122;5;4;1;27;12;40;164000
950;76;3;3;8;19;49;184000
77;97;4;3;11;13;16;24000
982;59;1;2;19;6;53;101000
239;23;3;3;21;1;19;151000
99;82;1;2;9;9;10;161000
609;37;2;2;30;9;18;145000
162;58;3;3;23;19;12;43000
43;5;3;2;17;6;26;115000
533;98;1;3;6;7;51;131000
893;74;3;3;17;21;28;74000
30;56;2;2;17;14;20;160000
46;12;3;1;17;13;30;149000
643;29;3;3;11;5;40;100000
123;67;4;3;24;7;10;191000
951;93;4;2;3;19;30;24000
12;96;1;2;27;10;17;114000
493;7;4;2;22;2;50;143000
725;54;1;2;3;11;34;20000
107;88;2;2;28;6;13;46000
37;59;1;1;18;8;26;65000
539;1;4;1;25;23;13;46000
664;44;4;2;20;19;56;118000
566;24;2;2;2;8;53;106000
735;39;4;1;4;20;25;102000
573;50;2;3;27;17;42;37000
502;60;2;3;30;20;53;47000
397;43;2;2;20;1;50;92000
603;49;4;2;20;3;15;122000
79;63;1;1;15;14;12;75000
318;7;1;2;12;20;50;195000
374;72;1;3;31;4;33;200000
21;40;4;2;18;16;46;100000
30;12;1;3;2;16;56;67000
756;3;4;2;15;22;17;107000
185;100;4;2;24;11;58;126000
512;8;2;2;26;3;32;92000
222;61;2;2;5;17;41;192000
258;77;1;2;22;6;48;105000
510;40;4;2;15;23;29;130000
490;88;2;2;28;4;49;144000
884;59;4;2;23;15;54;64000
595;53;3;2;5;13;23;79000
172;92;2;1;14;17;15;144000
249;37;1;3;3;21;52;24000
7;92;4;1;21;12;42;131000
534;19;3;3;23;17;15;21000
995;64;1;3;15;3;17;113000
577;48;3;1;5;15;54;169000
289;70;1;1;26;17;36;179000
772;38;4;1;3;15;45;48000
505;65;1;2;10;20;13;99000
766;15;4;2;26;23;39;125000
394;81;2;2;7;17;33;166000
392;9;1;3;12;23;14;112000
657;75;1;1;30;17;24;62000
694;59;3;3;1;22;41;70000
658;87;2;2;18;6;38;133000
873;56;1;1;25;21;23;52000
252;20;1;3;13;14;23;180000
545;4;1;3;4;18;30;67000
320;81;3;2;8;9;26;195000
399;23;1;2;16;19;36;5000
512;86;4;3;26;0;11;22000
14;50;3;1;15;13;36;175000
756;39;3;3;2;16;54;52000
857;78;1;1;11;15;24;56000
227;43;3;2;4;8;58;100000
846;87;3;3;28;7;18;28000
408;5;2;1;22;16;20;134000
631;53;3;2;16;20;32;1000
568;92;3;1;2;11;19;27000
618;18;3;2;23;6;26;133000
146;98;2;1;23;5;24;103000
139;1;2;1;30;8;48;96000
427;2;1;2;13;17;36;119000
64;78;4;2;22;20;25;31000
257;80;2;3;24;1;18;183000
96;27;3;3;29;4;22;64000
815;75;4;3;14;10;22;130000
684;22;1;2;18;19;45;84000
904;17;4;3;25;11;16;159000
412;2;3;3;24;22;41;144000
37;91;1;2;3;22;31;148000
42;96;1;2;29;20;44;190000
155;88;1;2;9;20;31;127000
496;42;3;2;10;4;56;6000
494;39;3;3;28;21;24;90000
981;79;1;2;17;12;13;90000
332;12;1;2;29;3;40;39000
885;91;4;2;4;21;47;19000
73;66;4;2;27;13;28;191000
218;90;3;2;15;20;34;86000
806;92;4;2;3;12;31;61000
666;65;1;1;20;18;28;80000
946;68;3;3;15;17;39;132000
751;71;4;1;13;18;29;70000
608;67;4;3;5;17;56;157000
318;13;1;1;25;18;47;132000
874;7;4;1;18;10;35;106000
371;13;1;1;19;11;14;56000
